user_id,session_id,step,timestamp,product_id,category_name,action,price,quantity,query,persona_label,next_best_action,price_sensitivity
1,S0001-01,1,2026-01-24T08:00:00,1075,Bình nước,click,114905,1,,new_explorer,recommend_entry_products,high
1,S0001-01,2,2026-01-24T08:38:00,1254,Mỹ thuật,view,71033,1,,new_explorer,recommend_entry_products,high
1,S0001-01,3,2026-01-24T08:46:00,1111,Mỹ thuật,search,92561,1,mua mỹ thuật online,new_explorer,recommend_entry_products,high
1,S0001-01,4,2026-01-24T09:30:00,1245,Mỹ thuật,view,58329,1,,new_explorer,recommend_entry_products,high
1,S0001-01,5,2026-01-24T09:36:00,1096,Bình nước,click,75160,1,,new_explorer,recommend_entry_products,high
1,S0001-01,6,2026-01-24T09:44:00,1017,Mỹ thuật,click,111297,1,,new_explorer,recommend_entry_products,high
1,S0001-01,7,2026-01-24T09:46:00,1136,Mỹ thuật,click,69694,1,,new_explorer,recommend_entry_products,high
1,S0001-01,8,2026-01-24T09:48:00,1254,Mỹ thuật,checkout,119183,1,,new_explorer,recommend_entry_products,high
1,S0001-01,9,2026-01-24T10:14:00,1227,Đồ điện tử học tập,search,90352,1,đồ điện tử học tập dưới 90k,new_explorer,recommend_entry_products,high
1,S0001-01,10,2026-01-24T10:37:00,1277,Mỹ thuật,search,107037,1,mua mỹ thuật online,new_explorer,recommend_entry_products,high
2,S0002-01,1,2026-02-02T05:00:00,1128,Đồ điện tử học tập,view,111454,1,,category_browser,reengage_catalog,medium
2,S0002-01,2,2026-02-02T05:06:00,1264,Sách,view,139791,1,,category_browser,reengage_catalog,medium
2,S0002-01,3,2026-02-02T05:09:00,1288,Dụng cụ học tập,search,171360,1,dụng cụ học tập cho học sinh,category_browser,reengage_catalog,medium
2,S0002-01,4,2026-02-02T05:42:00,1280,Sách,click,57648,1,,category_browser,reengage_catalog,medium
2,S0002-01,5,2026-02-02T06:04:00,1297,Mỹ thuật,wishlist,82649,1,,category_browser,reengage_catalog,medium
2,S0002-01,6,2026-02-02T06:30:00,1139,Sách,view,54736,1,,category_browser,reengage_catalog,medium
2,S0002-01,7,2026-02-02T06:56:00,1149,Sách,add_to_cart,100759,1,,category_browser,reengage_catalog,medium
2,S0002-01,8,2026-02-02T07:25:00,1271,Sách,add_to_cart,81967,1,,category_browser,reengage_catalog,medium
2,S0002-01,9,2026-02-02T07:37:00,1245,Sách,coupon_view,58925,1,khuyến mãi,category_browser,reengage_catalog,medium
2,S0002-02,10,2026-02-03T05:01:00,1229,Sách,coupon_view,104087,1,khuyến mãi,category_browser,reengage_catalog,medium
2,S0002-02,11,2026-02-03T05:37:00,1139,Sách,search,56025,1,sách cho học sinh,category_browser,reengage_catalog,medium
2,S0002-02,12,2026-02-03T05:57:00,1167,Bình nước,view,95979,1,,category_browser,reengage_catalog,medium
2,S0002-02,13,2026-02-03T06:09:00,1293,Sách,click,92606,1,,category_browser,reengage_catalog,medium
2,S0002-02,14,2026-02-03T06:33:00,1144,Sách,coupon_view,108558,1,coupon học tập,category_browser,reengage_catalog,medium
2,S0002-02,15,2026-02-03T06:42:00,1267,Sách,view,129246,1,,category_browser,reengage_catalog,medium
2,S0002-02,16,2026-02-03T07:14:00,1242,Mỹ thuật,click,156458,1,,category_browser,reengage_catalog,medium
2,S0002-02,17,2026-02-03T07:56:00,1005,Sách,purchase,170996,2,,category_browser,reengage_catalog,medium
2,S0002-02,18,2026-02-03T08:41:00,1117,Mỹ thuật,click,68496,1,,category_browser,reengage_catalog,medium
3,S0003-01,1,2026-02-14T05:00:00,1138,Bình nước,search,106161,1,mua bình nước online,new_explorer,recommend_entry_products,high
3,S0003-01,2,2026-02-14T05:09:00,1170,Bình nước,view,57971,1,,new_explorer,recommend_entry_products,high
3,S0003-01,3,2026-02-14T05:16:00,1066,Đồ chơi,add_to_cart,45232,1,,new_explorer,recommend_entry_products,high
3,S0003-01,4,2026-02-14T05:32:00,1061,Ba lô,search,63108,1,ba lô giá tốt,new_explorer,recommend_entry_products,high
3,S0003-01,5,2026-02-14T05:37:00,1204,Bình nước,search,112780,1,mua bình nước online,new_explorer,recommend_entry_products,high
3,S0003-01,6,2026-02-14T06:12:00,1096,Đồ chơi,view,43502,1,,new_explorer,recommend_entry_products,high
3,S0003-02,7,2026-02-15T14:31:00,1148,Bình nước,view,105410,1,,new_explorer,recommend_entry_products,high
3,S0003-03,8,2026-02-16T16:48:00,1194,Ba lô,click,111748,1,,new_explorer,recommend_entry_products,high
3,S0003-03,9,2026-02-16T17:11:00,1217,Bình nước,view,71127,1,,new_explorer,recommend_entry_products,high
3,S0003-03,10,2026-02-16T17:49:00,1232,Bình nước,view,108642,1,,new_explorer,recommend_entry_products,high
3,S0003-03,11,2026-02-16T18:30:00,1127,Đồ chơi,search,55957,1,đồ chơi giá tốt,new_explorer,recommend_entry_products,high
3,S0003-03,12,2026-02-16T18:58:00,1178,Dụng cụ học tập,click,36732,1,,new_explorer,recommend_entry_products,high
3,S0003-03,13,2026-02-16T19:00:00,1071,Đồ điện tử học tập,search,76481,1,đồ điện tử học tập cho học sinh,new_explorer,recommend_entry_products,high
3,S0003-03,14,2026-02-16T19:06:00,1149,Đồ lưu niệm,view,115876,1,,new_explorer,recommend_entry_products,high
3,S0003-03,15,2026-02-16T19:50:00,1113,Bình nước,add_to_cart,63277,1,,new_explorer,recommend_entry_products,high
3,S0003-03,16,2026-02-16T20:01:00,1137,Bình nước,view,115493,1,,new_explorer,recommend_entry_products,high
3,S0003-03,17,2026-02-16T20:27:00,1248,Ba lô,checkout,59200,1,,new_explorer,recommend_entry_products,high
4,S0004-01,1,2026-01-21T14:00:00,1124,Đồ lưu niệm,coupon_view,251423,1,coupon học tập,high_intent_buyer,bundle_related_products,medium
4,S0004-01,2,2026-01-21T14:26:00,1127,Ba lô,search,223698,1,ba lô giá tốt,high_intent_buyer,bundle_related_products,medium
4,S0004-01,3,2026-01-21T14:55:00,1224,Ba lô,search,143201,1,ba lô dưới 143k,high_intent_buyer,bundle_related_products,medium
4,S0004-01,4,2026-01-21T15:22:00,1118,Ba lô,view,214198,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,5,2026-01-21T16:01:00,1289,Dụng cụ học tập,view,143720,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,6,2026-01-21T16:18:00,1265,Ba lô,purchase,155477,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,7,2026-01-21T16:39:00,1245,Dụng cụ học tập,view,230212,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,8,2026-01-21T17:21:00,1158,Ba lô,add_to_cart,124778,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,9,2026-01-21T17:23:00,1190,Ba lô,wishlist,176025,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,10,2026-01-21T18:07:00,1197,Ba lô,checkout,199227,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,11,2026-01-21T18:40:00,1026,Ba lô,view,117331,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,12,2026-01-21T19:20:00,1253,Ba lô,click,256291,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,13,2026-01-21T19:29:00,1059,Gói quà,checkout,195056,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,14,2026-01-21T19:39:00,1133,Ba lô,purchase,197758,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,15,2026-01-21T19:55:00,1173,Dụng cụ học tập,coupon_view,257066,1,sale,high_intent_buyer,bundle_related_products,medium
4,S0004-01,16,2026-01-21T20:39:00,1106,Ba lô,checkout,136762,1,,high_intent_buyer,bundle_related_products,medium
4,S0004-01,17,2026-01-21T20:57:00,1271,Ba lô,purchase,108068,2,,high_intent_buyer,bundle_related_products,medium
5,S0005-01,1,2026-01-15T11:00:00,1272,Dụng cụ học tập,search,119244,1,dụng cụ học tập giá tốt,new_explorer,recommend_entry_products,high
5,S0005-01,2,2026-01-15T11:30:00,1181,Đồ trang trí bàn học,search,117326,1,đồ trang trí bàn học giá tốt,new_explorer,recommend_entry_products,high
5,S0005-01,3,2026-01-15T11:45:00,1025,Đồ trang trí bàn học,search,87098,1,đồ trang trí bàn học dưới 87k,new_explorer,recommend_entry_products,high
5,S0005-01,4,2026-01-15T12:16:00,1056,Đồ trang trí bàn học,search,71976,1,mua đồ trang trí bàn học online,new_explorer,recommend_entry_products,high
5,S0005-01,5,2026-01-15T12:39:00,1195,Đồ trang trí bàn học,view,94224,1,,new_explorer,recommend_entry_products,high
5,S0005-01,6,2026-01-15T12:45:00,1054,Đồ trang trí bàn học,click,118151,1,,new_explorer,recommend_entry_products,high
5,S0005-01,7,2026-01-15T13:14:00,1092,Đồ trang trí bàn học,search,66489,1,đồ trang trí bàn học dưới 66k,new_explorer,recommend_entry_products,high
5,S0005-01,8,2026-01-15T13:32:00,1172,Đồ trang trí bàn học,click,58004,1,,new_explorer,recommend_entry_products,high
5,S0005-02,9,2026-01-16T04:49:00,1111,Dụng cụ học tập,click,38886,1,,new_explorer,recommend_entry_products,high
5,S0005-02,10,2026-01-16T04:59:00,1159,Bình nước,view,108002,1,,new_explorer,recommend_entry_products,high
5,S0005-02,11,2026-01-16T05:36:00,1075,Đồ trang trí bàn học,search,61801,1,đồ trang trí bàn học dưới 61k,new_explorer,recommend_entry_products,high
5,S0005-02,12,2026-01-16T06:05:00,1277,Đồ trang trí bàn học,search,92053,1,đồ trang trí bàn học cho học sinh,new_explorer,recommend_entry_products,high
5,S0005-02,13,2026-01-16T06:07:00,1296,Đồ trang trí bàn học,checkout,119728,1,,new_explorer,recommend_entry_products,high
5,S0005-02,14,2026-01-16T06:21:00,1254,Đồ trang trí bàn học,search,115172,1,đồ trang trí bàn học giá tốt,new_explorer,recommend_entry_products,high
5,S0005-03,15,2026-01-17T07:57:00,1026,Đồ trang trí bàn học,wishlist,37632,1,,new_explorer,recommend_entry_products,high
5,S0005-04,16,2026-01-17T20:26:00,1243,Đồ trang trí bàn học,checkout,61755,1,,new_explorer,recommend_entry_products,high
5,S0005-04,17,2026-01-17T20:34:00,1160,Đồ trang trí bàn học,purchase,42735,2,,new_explorer,recommend_entry_products,high
5,S0005-04,18,2026-01-17T20:55:00,1184,Bình nước,search,58969,1,bình nước dưới 58k,new_explorer,recommend_entry_products,high
6,S0006-01,1,2026-02-04T07:00:00,1285,Đồ trang trí bàn học,search,85327,1,đồ trang trí bàn học dưới 85k,category_browser,reengage_catalog,medium
6,S0006-01,2,2026-02-04T07:31:00,1172,Dụng cụ học tập,click,53273,1,,category_browser,reengage_catalog,medium
6,S0006-01,3,2026-02-04T07:42:00,1172,Gói quà,add_to_cart,170894,1,,category_browser,reengage_catalog,medium
6,S0006-01,4,2026-02-04T08:01:00,1221,Dụng cụ học tập,click,116736,1,,category_browser,reengage_catalog,medium
6,S0006-01,5,2026-02-04T08:44:00,1107,Dụng cụ học tập,view,87990,1,,category_browser,reengage_catalog,medium
6,S0006-01,6,2026-02-04T09:25:00,1080,Dụng cụ học tập,click,104398,1,,category_browser,reengage_catalog,medium
6,S0006-01,7,2026-02-04T10:02:00,1025,Dụng cụ học tập,search,161767,1,dụng cụ học tập cho học sinh,category_browser,reengage_catalog,medium
6,S0006-01,8,2026-02-04T10:12:00,1051,Dụng cụ học tập,add_to_cart,73731,1,,category_browser,reengage_catalog,medium
6,S0006-02,9,2026-02-05T17:25:00,1000,Dụng cụ học tập,wishlist,143049,1,,category_browser,reengage_catalog,medium
6,S0006-02,10,2026-02-05T18:01:00,1078,Đồ điện tử học tập,coupon_view,84812,1,sale,category_browser,reengage_catalog,medium
6,S0006-02,11,2026-02-05T18:43:00,1187,Đồ lưu niệm,view,161121,1,,category_browser,reengage_catalog,medium
6,S0006-02,12,2026-02-05T19:03:00,1149,Dụng cụ học tập,search,103022,1,mua dụng cụ học tập online,category_browser,reengage_catalog,medium
6,S0006-02,13,2026-02-05T19:20:00,1209,Dụng cụ học tập,purchase,148959,2,,category_browser,reengage_catalog,medium
6,S0006-02,14,2026-02-05T19:33:00,1216,Dụng cụ học tập,purchase,166259,2,,category_browser,reengage_catalog,medium
6,S0006-02,15,2026-02-05T20:16:00,1253,Sách,purchase,95935,1,,category_browser,reengage_catalog,medium
6,S0006-02,16,2026-02-05T20:46:00,1256,Sách,checkout,159254,1,,category_browser,reengage_catalog,medium
7,S0007-01,1,2026-01-30T20:00:00,1289,Đồ trang trí bàn học,view,81526,1,,new_explorer,recommend_entry_products,high
7,S0007-01,2,2026-01-30T20:41:00,1198,Đồ trang trí bàn học,view,38665,1,,new_explorer,recommend_entry_products,high
7,S0007-01,3,2026-01-30T21:25:00,1270,Đồ trang trí bàn học,search,91076,1,đồ trang trí bàn học giá tốt,new_explorer,recommend_entry_products,high
7,S0007-01,4,2026-01-30T22:08:00,1238,Đồ trang trí bàn học,add_to_cart,55590,1,,new_explorer,recommend_entry_products,high
7,S0007-01,5,2026-01-30T22:17:00,1182,Đồ trang trí bàn học,search,49029,1,đồ trang trí bàn học dưới 49k,new_explorer,recommend_entry_products,high
7,S0007-01,6,2026-01-30T22:28:00,1019,Đồ trang trí bàn học,view,67407,1,,new_explorer,recommend_entry_products,high
7,S0007-01,7,2026-01-30T22:35:00,1018,Đồ trang trí bàn học,checkout,82407,1,,new_explorer,recommend_entry_products,high
7,S0007-01,8,2026-01-30T23:14:00,1012,Đồ trang trí bàn học,search,52988,1,đồ trang trí bàn học cho học sinh,new_explorer,recommend_entry_products,high
7,S0007-01,9,2026-01-30T23:42:00,1233,Ba lô,search,105058,1,ba lô cho học sinh,new_explorer,recommend_entry_products,high
7,S0007-01,10,2026-01-30T23:50:00,1163,Đồ trang trí bàn học,purchase,110168,2,,new_explorer,recommend_entry_products,high
7,S0007-01,11,2026-01-31T00:33:00,1186,Đồ điện tử học tập,search,58202,1,đồ điện tử học tập giá tốt,new_explorer,recommend_entry_products,high
8,S0008-01,1,2026-01-02T22:00:00,1163,Mỹ thuật,coupon_view,105689,1,khuyến mãi,deal_hunter,push_coupon,high
8,S0008-01,2,2026-01-02T22:10:00,1025,Mỹ thuật,click,45773,1,,deal_hunter,push_coupon,high
8,S0008-02,3,2026-01-03T21:26:00,1017,Sách,wishlist,52643,1,,deal_hunter,push_coupon,high
8,S0008-02,4,2026-01-03T21:53:00,1063,Mỹ thuật,wishlist,36756,1,,deal_hunter,push_coupon,high
8,S0008-02,5,2026-01-03T22:23:00,1086,Mỹ thuật,search,81788,1,mỹ thuật giá tốt,deal_hunter,push_coupon,high
8,S0008-02,6,2026-01-03T22:35:00,1001,Mỹ thuật,coupon_view,42871,1,voucher,deal_hunter,push_coupon,high
8,S0008-02,7,2026-01-03T23:04:00,1240,Đồ chơi,view,68028,1,,deal_hunter,push_coupon,high
8,S0008-02,8,2026-01-03T23:32:00,1104,Mỹ thuật,search,56820,1,mua mỹ thuật online,deal_hunter,push_coupon,high
8,S0008-03,9,2026-01-05T07:51:00,1177,Mỹ thuật,view,73865,1,,deal_hunter,push_coupon,high
8,S0008-03,10,2026-01-05T08:24:00,1154,Mỹ thuật,click,36992,1,,deal_hunter,push_coupon,high
8,S0008-03,11,2026-01-05T08:58:00,1161,Mỹ thuật,click,108820,1,,deal_hunter,push_coupon,high
8,S0008-03,12,2026-01-05T09:41:00,1188,Mỹ thuật,purchase,28009,2,,deal_hunter,push_coupon,high
8,S0008-03,13,2026-01-05T09:49:00,1056,Mỹ thuật,search,39328,1,mỹ thuật cho học sinh,deal_hunter,push_coupon,high
8,S0008-03,14,2026-01-05T09:57:00,1004,Mỹ thuật,view,49416,1,,deal_hunter,push_coupon,high
8,S0008-04,15,2026-01-06T07:10:00,1108,Đồ điện tử học tập,purchase,94156,2,,deal_hunter,push_coupon,high
8,S0008-04,16,2026-01-06T07:12:00,1225,Mỹ thuật,view,65873,1,,deal_hunter,push_coupon,high
9,S0009-01,1,2026-01-30T22:00:00,1166,Đồ trang trí bàn học,coupon_view,74606,1,sale,new_explorer,recommend_entry_products,high
9,S0009-01,2,2026-01-30T22:21:00,1059,Mỹ thuật,search,82073,1,mỹ thuật giá tốt,new_explorer,recommend_entry_products,high
9,S0009-01,3,2026-01-30T22:56:00,1181,Đồ trang trí bàn học,click,88528,1,,new_explorer,recommend_entry_products,high
9,S0009-02,4,2026-01-31T09:13:00,1170,Đồ trang trí bàn học,view,119566,1,,new_explorer,recommend_entry_products,high
9,S0009-02,5,2026-01-31T09:23:00,1165,Đồ trang trí bàn học,wishlist,68387,1,,new_explorer,recommend_entry_products,high
9,S0009-02,6,2026-01-31T09:33:00,1001,Đồ trang trí bàn học,search,117076,1,đồ trang trí bàn học dưới 117k,new_explorer,recommend_entry_products,high
9,S0009-02,7,2026-01-31T10:13:00,1059,Đồ trang trí bàn học,view,53659,1,,new_explorer,recommend_entry_products,high
9,S0009-02,8,2026-01-31T10:26:00,1028,Đồ trang trí bàn học,add_to_cart,35327,1,,new_explorer,recommend_entry_products,high
9,S0009-02,9,2026-01-31T10:40:00,1114,Ba lô,checkout,38031,1,,new_explorer,recommend_entry_products,high
9,S0009-02,10,2026-01-31T10:49:00,1087,Đồ trang trí bàn học,wishlist,54218,1,,new_explorer,recommend_entry_products,high
9,S0009-02,11,2026-01-31T11:15:00,1125,Đồ trang trí bàn học,click,81825,1,,new_explorer,recommend_entry_products,high
9,S0009-02,12,2026-01-31T11:50:00,1069,Đồ lưu niệm,click,103788,1,,new_explorer,recommend_entry_products,high
10,S0010-01,1,2026-01-07T00:00:00,1246,Dụng cụ học tập,view,49765,1,,new_explorer,recommend_entry_products,high
10,S0010-01,2,2026-01-07T00:42:00,1072,Dụng cụ học tập,search,39848,1,dụng cụ học tập cho học sinh,new_explorer,recommend_entry_products,high
10,S0010-01,3,2026-01-07T01:07:00,1011,Dụng cụ học tập,click,114704,1,,new_explorer,recommend_entry_products,high
10,S0010-01,4,2026-01-07T01:21:00,1058,Dụng cụ học tập,search,66175,1,dụng cụ học tập cho học sinh,new_explorer,recommend_entry_products,high
10,S0010-01,5,2026-01-07T01:31:00,1044,Dụng cụ học tập,search,78166,1,dụng cụ học tập dưới 78k,new_explorer,recommend_entry_products,high
10,S0010-01,6,2026-01-07T02:06:00,1263,Đồ trang trí bàn học,search,102425,1,đồ trang trí bàn học cho học sinh,new_explorer,recommend_entry_products,high
10,S0010-01,7,2026-01-07T02:40:00,1123,Dụng cụ học tập,add_to_cart,52990,1,,new_explorer,recommend_entry_products,high
10,S0010-01,8,2026-01-07T03:12:00,1161,Dụng cụ học tập,click,36631,1,,new_explorer,recommend_entry_products,high
10,S0010-01,9,2026-01-07T03:43:00,1273,Dụng cụ học tập,click,57997,1,,new_explorer,recommend_entry_products,high
10,S0010-01,10,2026-01-07T04:15:00,1226,Đồ lưu niệm,search,72278,1,đồ lưu niệm cho học sinh,new_explorer,recommend_entry_products,high
