user_id,session_id,step,timestamp,product_id,category_name,action,price,quantity,query,persona_label,next_best_action,price_sensitivity
1,S001-01,1,2026-01-24T19:00:00,1279,Sách,view,38434,1,,deal_hunter,push_coupon,high
1,S001-01,2,2026-01-24T19:07:00,1287,Sách,search,55495,1,sách giá tốt,deal_hunter,push_coupon,high
1,S001-01,3,2026-01-24T19:21:00,1003,Sách,coupon_view,83878,1,coupon học tập,deal_hunter,push_coupon,high
1,S001-01,4,2026-01-24T19:33:00,1052,Sách,view,69118,1,,deal_hunter,push_coupon,high
1,S001-01,5,2026-01-24T19:40:00,1022,Sách,view,59671,1,,deal_hunter,push_coupon,high
1,S001-01,6,2026-01-24T20:11:00,1185,Sách,purchase,97357,2,,deal_hunter,push_coupon,high
1,S001-01,7,2026-01-24T20:49:00,1051,Ba lô,search,35458,1,ba lô cho học sinh,deal_hunter,push_coupon,high
1,S001-01,8,2026-01-24T21:15:00,1181,Sách,wishlist,73520,1,,deal_hunter,push_coupon,high
1,S001-01,9,2026-01-24T21:30:00,1273,Dụng cụ học tập,coupon_view,104840,1,sale,deal_hunter,push_coupon,high
1,S001-01,10,2026-01-24T21:47:00,1166,Đồ trang trí bàn học,view,53785,1,,deal_hunter,push_coupon,high
1,S001-01,11,2026-01-24T21:52:00,1108,Sách,search,60093,1,sách giá tốt,deal_hunter,push_coupon,high
1,S001-01,12,2026-01-24T22:30:00,1234,Đồ điện tử học tập,view,109259,1,,deal_hunter,push_coupon,high
1,S001-01,13,2026-01-24T22:41:00,1299,Sách,view,59438,1,,deal_hunter,push_coupon,high
1,S001-01,14,2026-01-24T23:10:00,1260,Sách,click,43131,1,,deal_hunter,push_coupon,high
1,S001-02,15,2026-01-25T06:43:00,1032,Sách,coupon_view,45969,1,khuyến mãi,deal_hunter,push_coupon,high
1,S001-02,16,2026-01-25T07:09:00,1058,Sách,purchase,97512,1,,deal_hunter,push_coupon,high
1,S001-02,17,2026-01-25T07:54:00,1222,Bình nước,coupon_view,39621,1,coupon học tập,deal_hunter,push_coupon,high
1,S001-02,18,2026-01-25T08:06:00,1091,Ba lô,checkout,90612,1,,deal_hunter,push_coupon,high
1,S001-02,19,2026-01-25T08:40:00,1078,Sách,coupon_view,108748,1,sale,deal_hunter,push_coupon,high
1,S001-02,20,2026-01-25T09:05:00,1165,Đồ trang trí bàn học,add_to_cart,25074,1,,deal_hunter,push_coupon,high
1,S001-03,21,2026-01-26T12:38:00,1123,Ba lô,coupon_view,56385,1,voucher,deal_hunter,push_coupon,high
1,S001-03,22,2026-01-26T13:16:00,1065,Sách,search,34071,1,sách cho học sinh,deal_hunter,push_coupon,high
1,S001-03,23,2026-01-26T14:00:00,1216,Sách,add_to_cart,104507,1,,deal_hunter,push_coupon,high
1,S001-03,24,2026-01-26T14:15:00,1224,Ba lô,coupon_view,77296,1,coupon học tập,deal_hunter,push_coupon,high
1,S001-03,25,2026-01-26T14:50:00,1283,Sách,view,27757,1,,deal_hunter,push_coupon,high
1,S001-03,26,2026-01-26T15:06:00,1016,Sách,search,55007,1,sách giá tốt,deal_hunter,push_coupon,high
1,S001-04,27,2026-01-27T10:29:00,1067,Sách,view,95678,1,,deal_hunter,push_coupon,high
1,S001-04,28,2026-01-27T11:07:00,1097,Sách,view,78354,1,,deal_hunter,push_coupon,high
1,S001-05,29,2026-01-28T18:15:00,1050,Sách,view,32100,1,,deal_hunter,push_coupon,high
1,S001-05,30,2026-01-28T18:20:00,1097,Gói quà,view,50112,1,,deal_hunter,push_coupon,high
1,S001-05,31,2026-01-28T18:56:00,1038,Sách,click,57742,1,,deal_hunter,push_coupon,high
1,S001-05,32,2026-01-28T19:26:00,1047,Sách,coupon_view,95855,1,voucher,deal_hunter,push_coupon,high
1,S001-05,33,2026-01-28T19:43:00,1030,Sách,click,77565,1,,deal_hunter,push_coupon,high
1,S001-05,34,2026-01-28T19:55:00,1216,Sách,purchase,84638,2,,deal_hunter,push_coupon,high
1,S001-05,35,2026-01-28T20:32:00,1029,Sách,click,53534,1,,deal_hunter,push_coupon,high
1,S001-05,36,2026-01-28T21:11:00,1257,Sách,search,31572,1,sách dưới 31k,deal_hunter,push_coupon,high
1,S001-05,37,2026-01-28T21:46:00,1034,Dụng cụ học tập,view,102992,1,,deal_hunter,push_coupon,high
1,S001-05,38,2026-01-28T22:31:00,1296,Đồ lưu niệm,click,57271,1,,deal_hunter,push_coupon,high
1,S001-06,39,2026-01-29T08:11:00,1161,Sách,click,93522,1,,deal_hunter,push_coupon,high
1,S001-06,40,2026-01-29T08:29:00,1153,Sách,coupon_view,76876,1,sale,deal_hunter,push_coupon,high
1,S001-06,41,2026-01-29T09:00:00,1037,Sách,coupon_view,85068,1,voucher,deal_hunter,push_coupon,high
2,S002-01,1,2026-01-22T04:00:00,1278,Bình nước,view,159280,1,,category_browser,reengage_catalog,medium
2,S002-01,2,2026-01-22T04:21:00,1283,Bình nước,click,137538,1,,category_browser,reengage_catalog,medium
2,S002-01,3,2026-01-22T04:42:00,1283,Ba lô,search,65129,1,ba lô giá tốt,category_browser,reengage_catalog,medium
2,S002-01,4,2026-01-22T04:53:00,1135,Gói quà,click,140111,1,,category_browser,reengage_catalog,medium
2,S002-01,5,2026-01-22T05:27:00,1216,Dụng cụ học tập,checkout,133136,1,,category_browser,reengage_catalog,medium
2,S002-02,6,2026-01-23T06:46:00,1082,Bình nước,wishlist,84335,1,,category_browser,reengage_catalog,medium
2,S002-02,7,2026-01-23T07:16:00,1076,Bình nước,view,59862,1,,category_browser,reengage_catalog,medium
2,S002-03,8,2026-01-24T10:52:00,1021,Bình nước,click,66704,1,,category_browser,reengage_catalog,medium
2,S002-03,9,2026-01-24T11:13:00,1107,Sách,purchase,167823,2,,category_browser,reengage_catalog,medium
2,S002-03,10,2026-01-24T11:58:00,1121,Đồ điện tử học tập,search,177642,1,đồ điện tử học tập cho học sinh,category_browser,reengage_catalog,medium
2,S002-03,11,2026-01-24T12:10:00,1170,Sách,wishlist,73509,1,,category_browser,reengage_catalog,medium
2,S002-03,12,2026-01-24T12:38:00,1195,Ba lô,coupon_view,70866,1,voucher,category_browser,reengage_catalog,medium
2,S002-03,13,2026-01-24T12:42:00,1156,Mỹ thuật,view,95830,1,,category_browser,reengage_catalog,medium
2,S002-03,14,2026-01-24T12:58:00,1035,Bình nước,add_to_cart,86517,1,,category_browser,reengage_catalog,medium
